terrain_id,bin_id,bin_start,bin_end,total_transitions,persisted_count,smoothed_count,fragmented_count,posture_changed_count,recomposed_count,non_persisted_count,non_persisted_share,dominant_transition_marker,localization_class
rr_4001_bin_2000,bin_0001,1,2000,263,262,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0002,2001,4000,267,267,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0003,4001,6000,265,265,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0004,6001,8000,265,263,2,0,0,0,2,0.0075,persisted,distributed_low
rr_4001_bin_2000,bin_0005,8001,10000,268,267,1,0,0,0,1,0.0037,persisted,distributed_low
rr_4001_bin_2000,bin_0006,10001,12000,264,263,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0007,12001,14000,264,260,4,0,0,0,4,0.0152,persisted,distributed_low
rr_4001_bin_2000,bin_0008,14001,16000,267,267,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0009,16001,18000,263,263,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0010,18001,20000,264,261,3,0,0,0,3,0.0114,persisted,distributed_low
rr_4001_bin_2000,bin_0011,20001,22000,268,266,2,0,0,0,2,0.0075,persisted,distributed_low
rr_4001_bin_2000,bin_0012,22001,24000,265,264,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0013,24001,26000,264,264,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0014,26001,28000,267,266,1,0,0,0,1,0.0037,persisted,distributed_low
rr_4001_bin_2000,bin_0015,28001,30000,264,262,2,0,0,0,2,0.0076,persisted,distributed_low
rr_4001_bin_2000,bin_0016,30001,32000,264,262,2,0,0,0,2,0.0076,persisted,distributed_low
rr_4001_bin_2000,bin_0017,32001,34000,268,267,1,0,0,0,1,0.0037,persisted,distributed_low
rr_4001_bin_2000,bin_0018,34001,36000,264,263,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0019,36001,38000,264,263,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0020,38001,40000,267,266,1,0,0,0,1,0.0037,persisted,distributed_low
rr_4001_bin_2000,bin_0021,40001,42000,264,263,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0022,42001,44000,264,262,2,0,0,0,2,0.0076,persisted,distributed_low
rr_4001_bin_2000,bin_0023,44001,46000,267,261,6,0,0,0,6,0.0225,persisted,distributed_low
rr_4001_bin_2000,bin_0024,46001,48000,265,261,4,0,0,0,4,0.0151,persisted,distributed_low
rr_4001_bin_2000,bin_0025,48001,50000,265,260,5,0,0,0,5,0.0189,persisted,distributed_low
rr_4001_bin_2000,bin_0026,50001,52000,268,265,3,0,0,0,3,0.0112,persisted,distributed_low
rr_4001_bin_2000,bin_0027,52001,54000,263,260,3,0,0,0,3,0.0114,persisted,distributed_low
rr_4001_bin_2000,bin_0028,54001,56000,263,259,4,0,0,0,4,0.0152,persisted,distributed_low
rr_4001_bin_2000,bin_0029,56001,58000,267,265,2,0,0,0,2,0.0075,persisted,distributed_low
rr_4001_bin_2000,bin_0030,58001,60000,264,264,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0031,60001,62000,265,265,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0032,62001,64000,268,267,1,0,0,0,1,0.0037,persisted,distributed_low
rr_4001_bin_2000,bin_0033,64001,66000,265,264,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0034,66001,68000,264,263,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0035,68001,70000,267,266,1,0,0,0,1,0.0037,persisted,distributed_low
rr_4001_bin_2000,bin_0036,70001,72000,263,262,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0037,72001,74000,263,260,3,0,0,0,3,0.0114,persisted,distributed_low
rr_4001_bin_2000,bin_0038,74001,76000,268,266,2,0,0,0,2,0.0075,persisted,distributed_low
rr_4001_bin_2000,bin_0039,76001,78000,265,264,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0040,78001,80000,265,264,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0041,80001,82000,267,264,3,0,0,0,3,0.0112,persisted,distributed_low
rr_4001_bin_2000,bin_0042,82001,84000,264,262,2,0,0,0,2,0.0076,persisted,distributed_low
rr_4001_bin_2000,bin_0043,84001,86000,264,264,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0044,86001,88000,267,267,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0045,88001,90000,264,264,0,0,0,0,0,0.0000,persisted,quiet
rr_4001_bin_2000,bin_0046,90001,92000,264,263,1,0,0,0,1,0.0038,persisted,distributed_low
rr_4001_bin_2000,bin_0047,92001,94000,268,266,2,0,0,0,2,0.0075,persisted,distributed_low
rr_4001_bin_2000,bin_0048,94001,96000,264,261,3,0,0,0,3,0.0114,persisted,distributed_low
