terrain_id,territory_start,territory_end,territory_width,candidate_count,candidate_span_total,candidate_span_ratio,quiet_span_total,quiet_span_ratio,quiet_gap_count,largest_quiet_gap,mean_quiet_gap,candidate_width_min,candidate_width_mean,candidate_width_max,candidate_spacing_min,candidate_spacing_mean,candidate_spacing_max,first_candidate_start,last_candidate_end,occupied_extent,occupied_extent_ratio,edge_left_quiet,edge_right_quiet
rr_interval_4001_first_50000_001,1,50000,50000,18,17500,0.350000,32500,0.650000,17,5000,1823.529412,500,972.222222,3000,500,1823.529412,5000,1001,49500,48500,0.970000,1000,500
