"bookmark_id","selected_region","stance_scales","status","path"
"apache_netsparker_orientation_001","Apache/scan_netsparker","250|500|1000","saved_orientation_state","C:\Users\Admin\Desktop\New_Dawn_4\structural-read\src\LOG_STRUCTURE_SURFACE_V0\product_packets\operator_workbench_v1_001\bookmark_apache_netsparker_orientation_001.json"
