"terrain_id","territory_start","territory_end","territory_width","candidate_count","candidate_span_total","candidate_span_ratio","quiet_span_total","quiet_span_ratio","quiet_gap_count","largest_quiet_gap","mean_quiet_gap","candidate_width_min","candidate_width_mean","candidate_width_max","candidate_spacing_min","candidate_spacing_mean","candidate_spacing_max","first_candidate_start","last_candidate_end","occupied_extent","occupied_extent_ratio","edge_left_quiet","edge_right_quiet"
"rr_interval_4000_first_137074_001","1","137074","137074","9","4500","0.032829","132574","0.967171","8","49500","12875.000000","500","500.000000","500","500","12875.000000","49500","29501","137000","107500","0.784248","29500","74"
"rr_interval_4001_first_137074_001","1","137074","137074","42","36000","0.262632","101074","0.737368","41","8500","2024.390244","500","857.142857","3000","500","2024.390244","8500","1001","120000","119000","0.868144","1000","17074"
"rr_interval_4002_first_137074_001","1","137074","137074","23","13000","0.094839","124074","0.905161","22","57500","5227.272727","500","565.217391","1000","500","5227.272727","57500","5001","133000","128000","0.933802","5000","4074"
