"terrain_id","territory_start","territory_end","territory_width","candidate_count","candidate_span_total","candidate_span_ratio","quiet_span_total","quiet_span_ratio","quiet_gap_count","largest_quiet_gap","mean_quiet_gap","candidate_width_min","candidate_width_mean","candidate_width_max","candidate_spacing_min","candidate_spacing_mean","candidate_spacing_max","first_candidate_start","last_candidate_end","occupied_extent","occupied_extent_ratio","edge_left_quiet","edge_right_quiet"
"white_noise_generated_001","1","137074","137074","0","0","0.000000","137074","1.000000","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0","0.000000","137074","0"
"cyclic_signal_001","1","137074","137074","0","0","0.000000","137074","1.000000","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0","0.000000","137074","0"
"electricity_hourly_zenodo_001","1","26304","26304","0","0","0.000000","26304","1.000000","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0","0.000000","26304","0"
"electricity_hourly_relation_001","1","26304","26304","1","26304","1.000000","0","0.000000","0","0","0.000000","26304","26304.000000","26304","0","0.000000","0","1","26304","26304","1.000000","0","0"
