terrain_id,bin_id,bin_start,bin_end,total_transitions,persisted_count,smoothed_count,fragmented_count,posture_changed_count,recomposed_count,non_persisted_count,non_persisted_share,dominant_transition_marker,localization_class
rr_interval_4001_first_137074_001,bin_0001,1,500,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0002,501,1000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0003,1001,1500,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0004,1501,2000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0005,2001,2500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0006,2501,3000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0007,3001,3500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0008,3501,4000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0009,4001,4500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0010,4501,5000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0011,5001,5500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0012,5501,6000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0013,6001,6500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0014,6501,7000,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0015,7001,7500,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0016,7501,8000,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0017,8001,8500,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0018,8501,9000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0019,9001,9500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0020,9501,10000,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0021,10001,10500,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0022,10501,11000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0023,11001,11500,76,76,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0024,11501,12000,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0025,12001,12500,71,69,2,0,0,0,2,0.0282,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0026,12501,13000,73,72,1,0,0,0,1,0.0137,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0027,13001,13500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0028,13501,14000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0029,14001,14500,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0030,14501,15000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0031,15001,15500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0032,15501,16000,76,76,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0033,16001,16500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0034,16501,17000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0035,17001,17500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0036,17501,18000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0037,18001,18500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0038,18501,19000,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0039,19001,19500,72,70,2,0,0,0,2,0.0278,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0040,19501,20000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0041,20001,20500,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0042,20501,21000,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0043,21001,21500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0044,21501,22000,75,74,1,0,0,0,1,0.0133,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0045,22001,22500,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0046,22501,23000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0047,23001,23500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0048,23501,24000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0049,24001,24500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0050,24501,25000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0051,25001,25500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0052,25501,26000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0053,26001,26500,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0054,26501,27000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0055,27001,27500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0056,27501,28000,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0057,28001,28500,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0058,28501,29000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0059,29001,29500,75,74,1,0,0,0,1,0.0133,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0060,29501,30000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0061,30001,30500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0062,30501,31000,75,74,1,0,0,0,1,0.0133,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0063,31001,31500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0064,31501,32000,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0065,32001,32500,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0066,32501,33000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0067,33001,33500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0068,33501,34000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0069,34001,34500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0070,34501,35000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0071,35001,35500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0072,35501,36000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0073,36001,36500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0074,36501,37000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0075,37001,37500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0076,37501,38000,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0077,38001,38500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0078,38501,39000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0079,39001,39500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0080,39501,40000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0081,40001,40500,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0082,40501,41000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0083,41001,41500,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0084,41501,42000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0085,42001,42500,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0086,42501,43000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0087,43001,43500,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0088,43501,44000,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0089,44001,44500,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0090,44501,45000,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0091,45001,45500,69,67,2,0,0,0,2,0.0290,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0092,45501,46000,73,71,2,0,0,0,2,0.0274,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0093,46001,46500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0094,46501,47000,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0095,47001,47500,75,74,1,0,0,0,1,0.0133,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0096,47501,48000,70,68,2,0,0,0,2,0.0286,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0097,48001,48500,72,70,2,0,0,0,2,0.0278,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0098,48501,49000,73,72,1,0,0,0,1,0.0137,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0099,49001,49500,70,68,2,0,0,0,2,0.0286,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0100,49501,50000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0101,50001,50500,73,71,2,0,0,0,2,0.0274,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0102,50501,51000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0103,51001,51500,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0104,51501,52000,76,76,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0105,52001,52500,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0106,52501,53000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0107,53001,53500,75,72,3,0,0,0,3,0.0400,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0108,53501,54000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0109,54001,54500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0110,54501,55000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0111,55001,55500,71,69,2,0,0,0,2,0.0282,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0112,55501,56000,70,68,2,0,0,0,2,0.0286,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0113,56001,56500,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0114,56501,57000,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0115,57001,57500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0116,57501,58000,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0117,58001,58500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0118,58501,59000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0119,59001,59500,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0120,59501,60000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0121,60001,60500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0122,60501,61000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0123,61001,61500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0124,61501,62000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0125,62001,62500,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0126,62501,63000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0127,63001,63500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0128,63501,64000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0129,64001,64500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0130,64501,65000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0131,65001,65500,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0132,65501,66000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0133,66001,66500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0134,66501,67000,73,72,1,0,0,0,1,0.0137,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0135,67001,67500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0136,67501,68000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0137,68001,68500,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0138,68501,69000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0139,69001,69500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0140,69501,70000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0141,70001,70500,69,68,1,0,0,0,1,0.0145,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0142,70501,71000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0143,71001,71500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0144,71501,72000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0145,72001,72500,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0146,72501,73000,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0147,73001,73500,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0148,73501,74000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0149,74001,74500,76,76,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0150,74501,75000,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0151,75001,75500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0152,75501,76000,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0153,76001,76500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0154,76501,77000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0155,77001,77500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0156,77501,78000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0157,78001,78500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0158,78501,79000,76,76,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0159,79001,79500,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0160,79501,80000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0161,80001,80500,72,70,2,0,0,0,2,0.0278,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0162,80501,81000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0163,81001,81500,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0164,81501,82000,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0165,82001,82500,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0166,82501,83000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0167,83001,83500,76,75,1,0,0,0,1,0.0132,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0168,83501,84000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0169,84001,84500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0170,84501,85000,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0171,85001,85500,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0172,85501,86000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0173,86001,86500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0174,86501,87000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0175,87001,87500,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0176,87501,88000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0177,88001,88500,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0178,88501,89000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0179,89001,89500,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0180,89501,90000,70,70,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0181,90001,90500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0182,90501,91000,73,73,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0183,91001,91500,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0184,91501,92000,72,72,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0185,92001,92500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0186,92501,93000,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0187,93001,93500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0188,93501,94000,75,73,2,0,0,0,2,0.0267,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0189,94001,94500,70,68,2,0,0,0,2,0.0286,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0190,94501,95000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0191,95001,95500,74,74,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0192,95501,96000,71,70,1,0,0,0,1,0.0141,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0193,96001,96500,72,70,2,0,0,0,2,0.0278,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0194,96501,97000,75,75,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0195,97001,97500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0196,97501,98000,69,69,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0197,98001,98500,73,72,1,0,0,0,1,0.0137,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0198,98501,99000,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0199,99001,99500,71,71,0,0,0,0,0,0.0000,persisted,quiet
rr_interval_4001_first_137074_001,bin_0200,99501,100000,74,73,1,0,0,0,1,0.0135,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0201,100001,100500,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0202,100501,101000,72,71,1,0,0,0,1,0.0139,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0203,101001,101500,74,71,3,0,0,0,3,0.0405,persisted,distributed_low
rr_interval_4001_first_137074_001,bin_0204,101501,102000,70,69,1,0,0,0,1,0.0143,persisted,distributed_low
