terrain_id,candidate_id,bin_size,span_start,span_end,bin_count,active_bin_count,quiet_bin_count,distributed_low_count,localized_deformation_count,dense_deformation_count,dominant_localization_class,candidate_type,boundary_note
rr_4001_bin_1000,candidate_0001,1000,1001,2000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0002,1000,6001,9000,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0003,1000,11001,14000,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0004,1000,18001,23000,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0005,1000,27001,33000,6,6,0,6,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0006,1000,34001,35000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0007,1000,37001,38000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0008,1000,39001,41000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0009,1000,43001,52000,9,9,0,9,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0010,1000,53001,54000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0011,1000,55001,57000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0012,1000,62001,63000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0013,1000,65001,67000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0014,1000,69001,71000,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0015,1000,72001,77000,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0016,1000,79001,84000,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0017,1000,91001,92000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0018,1000,93001,97000,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0019,1000,98001,102000,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0020,1000,110001,111000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_1000,candidate_0021,1000,119001,120000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
