terrain_id,focus_size,window_id,line_start,line_end,stable_share,middle_share,residual_share,dominant_posture,seam_count,posture_mix_count,legibility_class,band_sequence
hierarchical_burst_structural_v2,25,11,251,275,0.6,0.0,0.4,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,12,276,300,0.16,0.0,0.84,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,13,301,325,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,14,326,350,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,15,351,375,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,16,376,400,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,17,401,425,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,18,426,450,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,19,451,475,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,20,476,500,0.32,0.0,0.68,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,21,501,525,0.24,0.0,0.76,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,22,526,550,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,23,551,575,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,24,576,600,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,25,601,625,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,26,626,650,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,27,651,675,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,28,676,700,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,29,701,725,0.24,0.0,0.76,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,30,726,750,0.4,0.0,0.6,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,31,751,775,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,32,776,800,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,33,801,825,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,34,826,850,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,35,851,875,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,36,876,900,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,37,901,925,0.84,0.0,0.16,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,38,926,950,0.24,0.0,0.76,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,39,951,975,0.64,0.0,0.36,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,40,976,1000,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,41,1001,1025,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,42,1026,1050,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,43,1051,1075,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,44,1076,1100,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,45,1101,1125,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,46,1126,1150,0.68,0.0,0.32,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,47,1151,1175,0.2,0.0,0.8,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,48,1176,1200,0.76,0.0,0.24,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,49,1201,1225,0.84,0.0,0.16,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,50,1226,1250,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,51,1251,1275,0.88,0.0,0.12,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,52,1276,1300,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,53,1301,1325,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,54,1326,1350,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,55,1351,1375,0.52,0.0,0.48,stable,36,2,mixed,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,56,1376,1400,0.36,0.0,0.64,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,57,1401,1425,0.84,0.0,0.16,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,58,1426,1450,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,59,1451,1475,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,60,1476,1500,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,61,1501,1525,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,62,1526,1550,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,63,1551,1575,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,64,1576,1600,0.2,0.0,0.8,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,65,1601,1625,0.28,0.0,0.72,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,66,1626,1650,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,67,1651,1675,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,68,1676,1700,0.92,0.0,0.08,stable,36,2,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,69,1701,1725,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,70,1726,1750,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,71,1751,1775,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,72,1776,1800,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,73,1801,1825,0.16,0.0,0.84,residual,36,2,dominant_residual,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,74,1826,1850,0.44,0.0,0.56,residual,36,2,mixed,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,75,1851,1875,1.0,0.0,0.0,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
hierarchical_burst_structural_v2,25,76,1876,1900,0.96,0.0,0.04,stable,36,1,dominant_stable,SSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSSRSSSSSSSSRSSSSSSSRRSSSSSSSRRSSSSSSS
