terrain_id,candidate_id,bin_size,span_start,span_end,bin_count,active_bin_count,quiet_bin_count,distributed_low_count,localized_deformation_count,dense_deformation_count,dominant_localization_class,candidate_type,boundary_note
rr_interval_4001_first_50000_001,candidate_0001,500,1001,1500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0002,500,6501,7000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0003,500,7501,8500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0004,500,11501,13500,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0005,500,18001,18500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0006,500,19001,19500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0007,500,20501,21000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0008,500,21501,22500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0009,500,27501,28500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0010,500,29001,29500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0011,500,30501,31000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0012,500,31501,32500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0013,500,34001,34500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0014,500,37501,38000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0015,500,39001,39500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0016,500,40001,40500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0017,500,43001,46000,6,6,0,6,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_interval_4001_first_50000_001,candidate_0018,500,46501,49500,6,6,0,6,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
