terrain_id,candidate_id,bin_size,span_start,span_end,bin_count,active_bin_count,quiet_bin_count,distributed_low_count,localized_deformation_count,dense_deformation_count,dominant_localization_class,candidate_type,boundary_note
rr_4001_bin_250,candidate_0001,250,1251,1500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0002,250,6751,7000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0003,250,7751,8000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0004,250,8251,8500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0005,250,11751,12750,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0006,250,13251,13500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0007,250,18001,18250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0008,250,19001,19250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0009,250,20501,20750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0010,250,21501,21750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0011,250,22001,22250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0012,250,27501,27750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0013,250,28251,28500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0014,250,29001,29250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0015,250,30501,30750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0016,250,31751,32250,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0017,250,34251,34500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0018,250,37751,38000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0019,250,39001,39250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0020,250,40001,40250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0021,250,43001,43250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0022,250,43501,43750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0023,250,44251,44750,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0024,250,45001,46000,4,4,0,4,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0025,250,46501,46750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0026,250,47251,48500,5,5,0,5,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
