terrain_id,candidate_id,bin_size,span_start,span_end,bin_count,active_bin_count,quiet_bin_count,distributed_low_count,localized_deformation_count,dense_deformation_count,dominant_localization_class,candidate_type,boundary_note
rr_4001_bin_250,candidate_0027,250,48751,49500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0028,250,50001,50500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0029,250,51251,51500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0030,250,53001,53500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0031,250,55251,56000,3,3,0,2,1,0,distributed_low,mixed_deformation_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0032,250,56251,56500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0033,250,56751,57000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0034,250,62251,62500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0035,250,65001,65250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0036,250,66751,67000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0037,250,69001,69250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0038,250,70001,70250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0039,250,72251,72750,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0040,250,73251,73500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0041,250,74751,75000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0042,250,75501,75750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0043,250,76251,76500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0044,250,79001,79250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0045,250,80001,80500,2,2,0,2,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0046,250,81251,81500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0047,250,82001,82250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0048,250,83251,83500,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0049,250,91001,91250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0050,250,93751,94000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0051,250,94251,94500,1,1,0,0,1,0,localized_deformation,localized_deformation_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0052,250,95751,96500,3,3,0,3,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0053,250,98001,98250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0054,250,98751,99000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0055,250,99501,99750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0056,250,100001,100250,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0057,250,100501,100750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0058,250,101001,101500,2,2,0,1,1,0,localized_deformation,mixed_deformation_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0059,250,101751,102000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0060,250,110751,111000,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
rr_4001_bin_250,candidate_0061,250,119501,119750,1,1,0,1,0,0,distributed_low,distributed_corridor_candidate,quiet_bins_break_groups
